term,sentiment
negroid,0
neigh,0
neighbor,0
neighborhood,0
neighboring,0
neighborliness,2
neighborly,2
neither,0
nematode,0
nemeses,-2
nemesis,-2
neoclassic,0
neoclassical,0
neolithic,0
neologism,0
neon,0
neonatal,0
neophyte,0
neoprene,0
nephew,0
nepotism,-2
neptunium,0
nerd,-1
nerdy,-1
nerve,0
nerveless,-1
nerve-racking,-2
nerves,-1
nerve-wracking,-2
nervous,-1
nervously,-1
nervousness,-1
nervy,-1
nest,0
nestle,0
nestling,0
net,0
nether,-1
nethermost,-1
netting,0
nettle,-2
nettlesome,-2
network,0
networking,0
neural,0
neuralgia,-2
neuralgic,-1
neuritis,-2
neurological,0
neurologist,0
neurology,0
neuron,0
neuroses,0
neurosis,-1
neurotic,-1
neurotically,-1
neuter,0
neutral,0
neutrality,0
neutralization,0
neutralize,0
neutralizer,0
neutrino,0
neutron,0
never,0
nevermore,-1
nevertheless,0
new,0
newborn,0
newcomer,0
newel,0
newfangled,0
newly,0
newlywed,0
newness,0
news,0
newsboy,0
newscast,0
newscaster,0
newsletter,0
newsman,0
newspaper,0
newspaperman,0
newsprint,0
newsreel,0
newsstand,0
newsworthy,1
newsy,0
newt,0
newton,0
next,0
nexus,0
niacin,0
nib,0
nibble,0
nice,2
nicely,2
niceness,2
nicety,0
niche,0
nick,-1
nickel,0
nickname,0
nicotine,0
niece,0
nifty,2
nigerian,0
niggardliness,-2
niggardly,-2
nigger,-2
niggling,-1
nigh,0
night,0
nightcap,0
nightclothes,0
nightclub,0
nightfall,0
nightgown,0
nighthawk,0
nightie,0
nightingale,0
nightlife,0
nightly,0
nightmare,-2
nightmarish,-2
nightshade,0
nightshirt,0
nightstick,0
nighttime,0
nihilism,-1
nihilist,-1
nihilistic,-2
nil,0
nimbi,0
nimble,1
nimbleness,2
nimbly,1
nimbus,0
nincompoop,-1
nine,0
ninepins,0
nineteen,0
nineteenth,0
ninetieth,0
ninety,0
ninny,-1
ninth,0
nip,0
nipper,0
nipple,0
nippy,0
nirvana,2
nit,0
niter,0
nitpick,-2
nitpicker,-1
nitrate,0
nitrogen,0
nitroglycerin,0
nitroglycerine,0
nitwit,-2
nix,0
no,-2
no.,0
nobility,1
noble,2
nobleman,0
nobleness,1
noblewoman,0
nobly,2
nobody,-1
nocturnal,0
nocturnally,0
nocturne,0
nod,0
node,0
nodular,0
nodule,0
noggin,0
no-good,-2
noise,0
noiseless,0
noiselessly,1
noisemaker,0
noisily,-1
noisiness,-1
noisome,-2
noisy,-1
nomad,0
nomadic,0
nomenclature,0
nominal,0
nominally,0
nominate,0
nomination,0
nominative,0
nominee,0
nonagenarian,0
nonalcoholic,0
nonaligned,0
nonbeliever,0
nonce,0
nonchalance,0
nonchalant,-1
nonchalantly,0
noncom,0
noncombatant,0
noncommittal,-1
noncommittally,0
noncompetitive,0
noncompliance,-1
nonconductor,0
nonconformist,0
nonconformity,0
noncooperation,-2
nondairy,0
nondeductible,0
nondenominational,0
nondescript,-1
none,0
nonentity,0
nonessential,0
nonetheless,0
nonevent,0
nonexempt,0
nonexistence,0
nonexistent,-1
nonfat,0
nonfatal,1
nonfiction,0
nonflammable,0
nonhazardous,0
noninterference,0
nonintervention,0
nonjudgmental,2
nonmalignant,0
nonmember,0
nonnegotiable,0
no-nonsense,0
nonpareil,0
nonpartisan,2
nonpayment,-1
nonplus,0
nonpoisonous,1
nonpolitical,0
nonpolluting,0
nonprescription,0
nonprofessional,-1
nonprofit,1
nonproliferation,0
nonrefillable,0
nonrefundable,0
nonrenewable,-1
nonrepresentational,0
nonresident,0
nonrestrictive,0
nonreturnable,0
nonscheduled,0
nonsectarian,0
nonsense,-2
nonsensical,-1
nonsensically,-1
nonsexist,0
nonskid,1
nonsmoker,0
nonsmoking,0
nonstandard,0
nonstick,0
nonstop,0
nonsupport,-1
nontaxable,1
nontoxic,1
nontransferable,0
nonunion,0
nonverbal,0
nonviolence,2
nonviolent,1
nonvoting,0
nonwhite,0
noodle,0
nook,0
noon,0
noonday,0
noose,0
nope,0
nor,0
nordic,0
norm,0
normal,1
normalcy,0
normality,0
normalization,0
normalize,0
normally,0
norman,0
normative,0
norse,0
north,0
northbound,0
northeast,0
northeaster,0
northeasterly,0
northeastern,0
northerly,0
northern,0
northerner,0
northernmost,0
northward,0
northwards,0
northwest,0
northwesterly,0
northwestern,0
norwegian,0
nos.,0
nose,0
nosebleed,-1
nosedive,-1
nosegay,0
nosey,-2
nosiness,-2
nostalgia,0
nostalgic,0
nostalgically,2
nostril,0
nostrum,0
nosy,-2
not,0
notable,2
notably,0
notarize,0
notary,0
notation,0
notch,0
note,0
notebook,0
noted,0
noteworthy,1
nothing,-1
nothingness,0
notice,0
noticeable,0
noticeably,0
notification,0
notify,0
notion,0
notional,0
notions,0
notoriety,-2
notorious,-2
notoriously,-2
notwithstanding,0
nougat,0
nought,-1
noun,0
nourish,1
nourishing,2
nourishment,1
nova,0
novae,0
novel,1
novelette,0
novelist,0
novella,0
novelty,0
novice,0
novitiate,0
now,0
nowadays,0
noway,0
nowhere,-1
no-win,-2
nowise,0
noxious,-2
nozzle,0
nth,0
nuance,0
nub,0
nubile,1
nuclear,0
nuclei,0
nucleus,0
nude,0
nudge,0
nudism,0
nudist,0
nudity,0
nugget,0
nuisance,-2
nuke,-2
,-1
nullification,0
nullify,0
numb,-2
number,0
numberless,0
numbly,-1
numbness,0
numbskull,-2
numeral,0
numerate,0
numerator,0
numerical,0
numerically,0
numerology,0
numerous,0
numismatics,0
numismatist,0
numskull,-2
nun,0
nuncio,0
nunnery,0
nuptial,0
nuptials,0
nurse,0
nursemaid,0
nursery,0
nurseryman,0
nurture,1
nut,0
nutcracker,0
nuthatch,0
nutmeg,0
nutria,0
nutrient,0
nutriment,0
nutrition,0
nutritional,2
nutritionally,0
nutritious,2
nutritive,1
nuts,-1
nutshell,0
nuttiness,0
nutty,-1
nuzzle,1
nylon,0
nylons,0
nymph,0
nymphomania,-2
nymphomaniac,-2
o,0
oaf,-2
oafish,-1
oak,0
oaken,0
oakum,0
oar,0
oarlock,0
oarsman,0
oases,0
oasis,2
oat,0
oath,0
oatmeal,0
oats,0
obduracy,-1
obdurate,-1
obedience,2
obedient,2
obediently,1
obeisance,0
obelisk,0
obese,-2
obesity,-1
obey,0
obfuscate,-1
obfuscation,-2
obituary,0
obj.,0
object,-1
objection,-1
objectionable,-2
objective,1
objectively,1
objectivity,2
objector,0
obligate,-1
obligation,0
obligatory,0
oblige,0
obliging,1
obligingly,1
oblique,0
obliquely,0
obliterate,-2
obliteration,0
oblivion,-1
oblivious,-1
obliviousness,0
oblong,0
obloquy,-2
obnoxious,-2
obnoxiously,-2
oboe,0
oboist,0
obscene,-2
obscenely,-2
obscenity,-2
obscure,-1
obscurely,0
obscurity,0
obsequious,-2
obsequiously,-1
observable,0
observably,0
observance,0
observant,1
observantly,1
observation,0
observatory,0
observe,0
observer,0
obsess,-2
obsession,-1
obsessive,-1
obsessively,-2
obsidian,0
obsolescence,-1
obsolescent,-1
obsolete,-1
obstacle,-1
obstetric,0
obstetrician,0
obstetrics,0
obstinacy,-1
obstinate,-1
obstinately,-2
obstreperous,-2
obstruct,-2
obstruction,-1
obstructionist,-2
obstructive,-2
obtain,0
obtainable,1
obtrude,-1
obtrusive,-1
obtrusively,-2
obtrusiveness,-1
obtuse,-2
obtusely,-2
obtuseness,-2
obverse,0
obviate,0
obvious,0
obviously,0
obviousness,0
ocarina,0
occasion,0
occasional,0
occasionally,0
occidental,0
occlude,0
occult,-2
occupancy,0
occupant,0
occupation,0
occupational,0
occupy,0
occur,0
occurrence,0
ocean,0
oceangoing,0
oceanic,0
oceanographer,0
oceanography,0
ocelot,0
ocher,0
ochre,0
o'clock,0
octagon,0
octagonal,0
octane,0
octave,0
octet,0
octogenarian,0
octopi,0
octopus,0
ocular,0
oculist,0
odd,-1
oddball,-1
oddity,-1
oddly,-1
oddness,0
odds,0
odds-on,0
ode,0
odious,-2
odiously,-2
odium,-2
odometer,0
odor,-1
odoriferous,-2
odorless,0
odorous,0
odour,-1
odyssey,0
o'er,0
of,0
off,-1
offal,0
offbeat,0
off-color,-1
offence,-2
offend,-2
offender,-2
offense,-2
offensive,-2
offensively,-2
offensiveness,-2
offer,0
offering,0
offertory,0
offhand,-1
office,0
officeholder,0
officer,0
official,0
officialdom,0
officially,0
officiate,0
officious,-1
officiously,-2
officiousness,-2
offing,0
off-key,-1
off-limits,-1
off-line,0
offset,0
offshoot,0
offshore,0
offside,-1
offspring,0
offstage,0
off-the-wall,-1
off-white,0
oft,0
often,0
ogle,-1
ogre,-2
oh,0
ohm,0
oil,0
oilcloth,0
oiliness,-2
oilskin,0
oily,-1
oink,0
ointment,0
ok,1
okay,1
okra,0
old,-1
olden,0
old-fashioned,-1
oldie,0
old-time,0
old-world,0
oleaginous,0
oleander,0
oleomargarine,0
olfactory,0
oligarch,0
oligarchy,0
olive,0
olympian,2
olympic,0
ombudsman,0
omega,0
omelet,0
omelette,0
omen,0
ominous,-2
ominously,-2
omission,-1
omit,-1
omnibus,0
omnipotence,2
omnipotent,2
omnipresence,0
omnipresent,1
omniscience,1
omniscient,2
omnivore,0
omnivorous,0
on,0
once,0
oncology,0
oncoming,0
one,0
oneness,0
one-on-one,0
onerous,-2
oneself,0
one-sided,-1
onetime,0
one-to-one,0
one-way,-1
ongoing,0
onion,0
online,0
on-line,0
onlooker,0
only,0
onomatopoeia,0
onomatopoeic,0
onrush,0
onrushing,0
onset,0
onshore,0
onslaught,-1
onto,0
onus,0
onward,0
onwards,0
onyx,0
oodles,0
oops,-1
ooze,0
opacity,0
opal,0
opalescent,0
opaque,-1
opaquely,-1
opaqueness,0
open,1
open-air,0
open-and-shut,0
open-ended,0
opener,0
openhanded,1
opening,0
openly,1
open-minded,2
openness,2
openwork,0
opera,0
operable,1
operate,0
operatic,0
operation,0
operational,1
operative,0
operator,0
operetta,0
ophthalmologist,0
ophthalmology,0
opiate,-1
opine,0
opinion,0
opinionated,-1
opium,-1
opossum,0
opponent,-1
opportune,2
opportunism,0
opportunist,-2
opportunistic,-1
opportunity,0
oppose,-2
opposite,0
opposition,-1
oppress,-2
oppression,-2
oppressive,-2
oppressively,-2
oppressor,-2
opprobrious,-2
opprobrium,-2
opt,0
optic,0
optical,0
optically,0
optician,0
optics,0
optima,0
optimal,2
optimism,2
optimist,2
optimistic,2
optimistically,2
optimum,2
option,0
optional,0
optometrist,0
optometry,0
opulence,0
opulent,0
opus,0
or,0
oracle,0
oracular,0
oral,0
orally,0
orange,0
orangeade,0
orangutan,0
orate,0
oration,0
orator,0
oratorical,0
oratorio,0
oratory,0
orb,0
orbit,0
orbital,0
orchard,0
orchestra,0
orchestral,0
orchestrate,0
orchestration,0
orchid,0
ordain,0
ordeal,-2
order,0
orderliness,2
orderly,1
ordinal,0
ordinance,0
ordinarily,0
ordinariness,0
ordinary,0
ordination,0
ordnance,0
ore,0
oregano,0
organ,0
organdie,0
organdy,0
organic,2
organically,2
organism,0
organist,0
organization,0
organizational,0
organize,0
organizer,0
orgasm,0
orgy,-2
orient,0
oriental,0
orientate,0
orientation,0
orifice,0
origami,0
origin,0
original,1
originality,2
originally,0
originate,0
origination,0
originator,0
oriole,0
ornament,0
ornamental,0
ornamentation,0
ornate,0
ornately,0
ornateness,2
ornery,-1
ornithologist,0
ornithology,0
orotund,0
orphan,-1
orphanage,0
orthodontic,0
orthodontics,0
orthodontist,0
orthodox,0
orthodoxy,0
orthographic,0
orthography,0
orthopedic,0
orthopedics,0
orthopedist,0
oscillate,0
oscillation,0
oscillator,0
oscilloscope,0
osier,0
osmosis,0
osprey,0
ossification,0
ossify,-1
ostensible,0
ostensibly,0
ostentation,-1
ostentatious,-2
ostentatiously,-2
osteopath,0
osteopathy,0
osteoporosis,-2
ostracism,-2
ostracize,-2
ostrich,0
other,0
otherwise,0
otherworldly,0
otter,0
ottoman,0
ouch,-1
ought,0
ounce,0
our,0
ours,0
ourselves,0
oust,-2
ouster,0
out,0
outage,-1
outbid,0
outbound,0
outbreak,-1
outbuilding,0
outburst,-2
outcast,-2
outclass,0
outcome,0
outcrop,0
outcry,-2
outdated,-1
outdid,0
outdistance,0
outdo,1
outdone,0
outdoor,0
outdoors,0
outer,0
outermost,0
outfield,0
outfielder,0
outfit,0
outfitter,0
outflank,0
outfox,0
outgoing,0
outgrew,0
outgrow,0
outgrown,0
outgrowth,0
outhouse,0
outing,0
outlandish,-1
outlast,2
outlaw,-2
outlay,0
outlet,0
outline,0
outlive,0
outlook,0
outlying,0
outmaneuver,1
outmoded,-1
outnumber,0
out-of-bounds,-1
out-of-date,-1
out-of-the-way,-1
outpatient,0
outperform,2
outplacement,0
outplay,1
outpost,0
outpouring,0
output,0
outrage,-2
outrageous,-2
outrageously,-2
outran,0
outrank,0
outre,0
outreach,0
outrigger,0
outright,0
outrun,1
outsell,0
outset,0
outshine,0
outshone,0
outside,0
outsider,-1
outsize,-1
outskirts,0
outsmart,2
outsold,0
outsourcing,0
outspoken,0
outspokenness,0
outspread,0
outstanding,3
outstandingly,3
outstretched,0
outstrip,0
outward,0
outwardly,0
outwards,0
outweigh,0
outwit,1
outworn,-1
ova,0
oval,0
ovarian,0
ovary,0
ovation,0
oven,0
over,0
overabundance,-1
overabundant,0
overachieve,0
overachiever,1
overact,-1
overactive,-1
overage,0
overall,0
overalls,0
overanxious,-2
overate,0
overawe,-1
overbalance,-1
overbearing,-2
overbite,0
overblown,-1
overboard,-2
overbook,0
overburden,-2
overcame,0
overcast,-1
overcautious,-1
overcharge,-2
overcoat,0
overcome,2
overcompensate,-1
overcompensation,0
overconfident,-1
overcook,-1
overcrowd,-1
overdid,-1
overdo,-1
overdone,-1
overdose,-2
overdraft,0
overdraw,-1
overdrawn,-1
overdress,-1
overdrew,0
overdrive,0
overdue,-1
overeager,-1
overeat,-1
overeaten,-1
overemphasize,-1
overenthusiastic,-1
overestimate,-1
overexpose,-1
overexposure,-1
overextend,-1
overflow,0
overgrew,0
overgrow,-1
overgrown,-1
overgrowth,0
overhand,0
overhang,0
overhaul,0
overhead,0
overhear,0
overheard,0
overheat,-1
overhung,0
overindulge,-1
overindulgence,-1
overjoyed,3
overkill,-1
overlaid,0
overland,0
overlap,0
overlay,0
overload,-1
overlook,-1
overlord,0
overly,-2
overmuch,-1
overnight,0
overpaid,-1
overpass,0
overpay,-1
overplay,-1
overpopulate,-1
overpopulation,-1
overpower,-1
overpowering,-2
overprice,-1
overproduce,0
overproduction,-1
overprotective,-1
overqualified,-1
overran,-1
overrate,-1
overreach,-1
overreact,-1
overreaction,-1
overridden,-1
override,0
overripe,-1
overrode,-1
overrule,-1
overrun,-1
oversaw,0
overseas,0
oversee,0
overseen,0
overseer,0
oversell,0
oversensitive,-2
overshadow,-2
overshoe,0
overshoot,-1
overshot,-1
oversight,-1
oversimplification,-1
oversimplify,-1
oversize,-1
oversized,-1
oversleep,-1
overslept,-1
overspend,-1
overstate,-1
overstatement,-1
overstay,-1
overstep,-1
overstock,0
overstuffed,-1
oversupply,0
overt,0
overtake,0
overtaken,0
overtax,-1
over-the-counter,0
over-the-top,-1
overthrew,-1
overthrow,-2
overthrown,-1
overtime,0
overtly,0
overtone,0
overtook,0
overture,0
overturn,-1
overview,0
overweening,-2
overweight,-1
overwhelm,-1
overwhelming,-1
overwhelmingly,0
overwork,-2
overwrought,-1
overzealous,-1
oviduct,0
oviparous,0
ovoid,0
ovulate,0
ovulation,0
ovule,0
ovum,0
ow,-1
owe,0
owing,0
owl,0
owlish,0
own,0
owner,0
ownership,0
ox,0
oxbow,0
oxen,0
oxford,0
oxidation,0
oxide,0
oxidize,0
oxidizer,0
oxyacetylene,0
oxygen,0
oxygenate,0
oxymoron,0
oyster,0
oz.,0
ozone,0
p,0
p.,0
p.m.,0
pa,0
pace,0
pacemaker,0
pacesetter,2
pachyderm,0
pacific,0
pacification,0
pacifier,0
pacifism,0
pacifist,2
pacify,0
pack,0
package,0
packaging,0
packer,0
packet,0
packing,0
packinghouse,0
pact,0
pad,0
padding,0
paddle,0
paddock,0
paddy,0
padlock,0
padre,0
paean,2
pagan,-1
paganism,0
page,0
pageant,0
pageantry,0
pager,0
paginate,0
pagination,0
pagoda,0
paid,0
pail,0
pailful,0
pain,-2
painful,-2
painfully,-2
painkiller,0
painless,2
painlessly,1
painstaking,0
painstakingly,1
paint,0
paintbrush,0
painter,0
painting,0
pair,0
paisley,0
pajamas,0
pakistani,0
pal,0
palace,0
palatable,1
palate,0
palatial,1
palaver,0
pale,-1
paleface,-1
paleness,-1
paleontologist,0
paleontology,0
palette,0
palimony,0
palindrome,0
paling,0
palisade,0
pall,0
palladium,0
pallbearer,0
pallet,0
palliate,0
palliative,0
pallid,-1
pallor,-1
palm,0
palmetto,0
palmist,0
palmistry,0
palmy,2
palomino,0
palpable,0
palpably,0
palpitate,0
palpitation,0
palsy,-1
paltry,-1
pampas,0
pamper,-1
pamphlet,0
pamphleteer,0
pan,-1
panacea,0
panache,2
pancake,0
panchromatic,0
pancreas,0
pancreatic,0
panda,0
pandemic,-2
pandemonium,-2
pander,-1
pane,0
panegyric,0
panel,0
paneling,0
panelist,0
pang,0
panhandle,0
panhandler,-1
panic,-2
panicky,-2
panic-stricken,-2
pannier,0
panoply,0
panorama,0
panoramic,0
pansy,0
pant,0
pantaloons,0
pantheism,0
pantheist,0
pantheistic,0
pantheon,0
panther,0
panties,0
pantomime,0
pantry,0
pants,0
pantsuit,0
pantyhose,0
pap,0
papa,0
papacy,0
papal,0
papaw,0
papaya,0
paper,0
paperback,0
paperboy,0
papergirl,0
paperweight,0
paperwork,0
papery,0
papoose,0
paprika,0
papyri,0
papyrus,0
par,0
parable,0
parabola,0
parabolic,0
parachute,0
parachutist,0
parade,0
paradigm,0
paradigmatic,0
paradise,3
paradox,0
paradoxical,0
paradoxically,0
paraffin,0
paragon,2
paragraph,0
parakeet,0
paralegal,0
parallax,0
parallel,0
parallelism,0
parallelogram,0
paralyses,-2
paralysis,-2
paralytic,-2
paralyze,-1
paramecia,0
paramecium,0
paramedic,0
paramedical,0
parameter,0
paramilitary,0
paramount,0
paramour,0
paranoia,-2
paranoid,-2
parapet,0
paraphernalia,0
paraphrase,0
paraplegia,-2
paraplegic,0
paraprofessional,0
parapsychology,0
parasite,-2
parasitic,-2
parasol,0
paratrooper,0
parboil,0
parcel,0
parch,0
parchment,0
pardon,1
pardonable,0
pare,0
parent,0
parentage,0
parental,0
parentheses,0
parenthesis,0
parenthetic,0
parenthetical,0
parenthetically,0
parenthood,0
parenting,0
parfait,0
pariah,-2
parimutuel,0
paring,0
parish,0
parishioner,0
parity,1
park,0
parka,0
parkway,0
parlance,0
parlay,0
parley,0
parliament,0
parliamentarian,0
parliamentary,0
parlor,0
parochial,-1
parochialism,-2
parody,-2
parole,0
parolee,0
paroxysm,-2
parquet,0
parricide,-2
parrot,-1
parry,0
parse,0
parsimonious,0
parsimony,0
parsley,0
parsnip,0
parson,0
parsonage,0
part,0
partake,0
partaken,0
partial,0
partiality,0
partially,0
participant,0
participate,0
participation,0
participator,0
participatory,0
participial,0
participle,0
particle,0
particular,0
particularity,0
particularize,0
particularly,0
parting,-1
partisan,-1
partisanship,-1
partition,0
partly,0
partner,0
partnership,1
partook,0
partridge,0
part-time,0
parturition,0
partway,0
party,1
parvenu,0
paschal,0
pass,1
passable,1
passably,0
passage,0
passageway,0
passbook,0
passe,-1
passenger,0
passerby,0
passersby,0
passing,0
passion,2
passionate,2
passionately,2
passionless,-1
passive,-1
passively,0
passivity,-1
passkey,0
passport,0
password,0
past,0
pasta,0
paste,0
pasteboard,0
pastel,0
pastern,0
pasteurization,0
pasteurize,0
pastiche,0
pastime,1
pastor,0
pastoral,1
pastrami,0
pastry,0
pasturage,0
pasture,0
pasty,-1
pat,0
patch,0
patchiness,-1
patchwork,0
patchy,-1
pate,0
patella,0
patent,0
patently,0
paternal,0
paternalism,-1
paternalistic,0
paternally,0
paternity,0
path,0
pathetic,-2
pathetically,-2
pathogen,-1
pathogenic,-2
pathological,-2
